Participant,Experiment_Duration,Date,Time,Browser,Mobile,Platform,Screen_Width,Screen_Height,Source,Gender,Age,Education,Student,Discipline,Ethnicity,Country,SexualOrientation,SexualStatus,StimuliChoice,Bait_Duration,BAIT_ImagesIssues,BAIT_ImageDistinctionBad,BAIT_Worry,BAIT_InterestingAI,BAIT_VideosRealistic,BAIT_ImagesRealistic,BAIT_TextDifferentiation,BAIT_ImpersonalAI,BAIT_TrustHuman,BAIT_Benefit,BAIT_ContentDetection,BAIT_UniqueHuman,BAIT_ImageDistinctionEasy,BAIT_ExpertAI,BAIT_Exciting,BAIT_PreferenceHuman,BAIT_EnvironmentReal,BAIT_ImitatingReality,BAIT_InnovativeAI,BAIT_Dangerous,BAIT_VideosIssues,BAIT_EmotionalHuman,BAIT_UnderstandingAI,BAIT_UserAI,BAIT_TextIssues,BAIT_TextRealistic,COPS_Duration,SexualActivity,COPS_Frequency_2,Feedback_NoFacesAttractive,Feedback_SomeFacesAttractive,Feedback_AIMoreAttractive,Feedback_AILessAttractive,Feedback_DiffObvious,Feedback_DiffSubtle,Feedback_DiffNone,Feedback_LabelsIncorrect,Feedback_LabelsReversed,Feedback_AllReal,Feedback_AllFake,Feedback_AllRealConfidence,Feedback_AllFakeConfidence,Feedback_Enjoyment,Feedback_Text,Instruction_Duration1,Instruction_Duration2,Eyetracking_Validation1_Mean,Eyetracking_Validation1_Max,Eyetracking_Validation1_Min,Eyetracking_Validation1_Distance,Eyetracking_Validation2_Mean,Eyetracking_Validation2_Max,Eyetracking_Validation2_Min,Eyetracking_Validation2_Distance
S109,16.132783333333332,26/02/2025,12:45:41,chrome,False,Mac OS,1440.0,788.0,prolific,Female,31,High school,False,Prefer not to say,Southeast Asian,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.6982666666666666,2.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,6.0,4.0,4.0,0.25251666666666667,within the last week,I watched pornography weekly,True,False,True,False,False,False,True,False,True,False,False,,,4,,60.001,17.453,8.381063705435418,44.827586206896555,0.0,67.74427126038083,0.8361581920903955,6.666666666666667,0.0,93.58780133565985
S110,17.1703,26/02/2025,13:34:46,safari,False,Mac OS,1440.0,820.0,prolific,Female,27,High school,False,Prefer not to say,White,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.3552166666666667,4.0,3.0,3.0,0.0,3.0,5.0,0.0,6.0,3.0,6.0,6.0,5.0,5.0,0.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,3.0,0.21991666666666668,within the last month,I watched pornography once in the past 30 days,False,True,False,False,False,False,False,True,False,False,False,,,4,,51.536,20.503,2.352941176470588,20.588235294117645,0.0,113.6647222748787,2.5798319327731094,22.857142857142858,0.0,153.85428186416522
S111,32.172066666666666,26/02/2025,13:35:03,edge-chromium,False,Windows 10,1488.0,786.0,prolific,Female,52,Bachelor,False,"Engineering, Computer Science",White,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,3.5124666666666666,1.0,2.0,5.0,3.0,5.0,5.0,1.0,4.0,6.0,4.0,3.0,4.0,3.0,0.0,5.0,6.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,3.0,0.50635,less than 24h ago,I haven't watched pornography in the past 30 days,False,True,False,False,False,False,True,False,False,False,False,,,3,,80.904,35.346,9.359826030194235,25.423728813559322,0.0,73.32589433028642,7.469059850092795,22.807017543859647,0.0,113.70700331678893
S112,19.368,26/02/2025,13:39:15,chrome,False,Linux,2048.0,1007.0,prolific,Male,39,High school,False,Prefer not to say,White,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.5527833333333334,1.0,5.0,2.0,0.0,4.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,0.14575,within the last year,I watched pornography twice in the past 30 days,False,True,False,False,False,False,True,False,False,False,False,,,4,,52.697,14.561,2.0338983050847457,13.559322033898304,0.0,116.55635921282676,5.6049094097019285,23.728813559322035,0.0,127.60489129433108
S113,29.494366666666668,26/02/2025,13:42:35,chrome,False,Windows 10,1600.0,731.0,prolific,Female,26,Master,True,"Engineering, Computer Science",White,United Kingdom,Bisexual,In a relationship and not open to dating,Men (and heterosexual couples),3.4894666666666665,3.0,3.0,0.0,6.0,6.0,5.0,2.0,2.0,4.0,5.0,6.0,5.0,2.0,2.0,6.0,0.0,5.0,4.0,5.0,0.0,2.0,5.0,6.0,6.0,5.0,3.0,0.20468333333333336,within the last week,I watched pornography weekly,True,False,False,False,False,False,False,True,False,False,False,,,4,Are you doing any more like this? I enjoyed it,71.168,56.757,2.0338983050847457,10.16949152542373,0.0,88.13452064355246,6.604812000779272,22.033898305084744,0.0,111.17488875840961
S114,17.131183333333336,26/02/2025,14:08:48,edge-chromium,False,Windows 10,1392.0,774.0,prolific,Male,24,Bachelor,False,Other,White,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.14615,5.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.2252333333333333,within the last 3 days,I haven't watched pornography in the past 30 days,True,False,False,False,False,False,True,False,False,True,False,4.0,,3,,15.294,10.015,12.57028641378206,44.230769230769226,0.0,124.49680241190845,9.295534645644109,28.000000000000004,0.0,108.86719241193956
S115,29.750733333333336,26/02/2025,14:28:53,edge-chromium,False,Windows 10,1528.0,738.0,prolific,Male,61,High school,False,Prefer not to say,White,Ireland,Heterosexual,Single and open to dating,Prefer not to say,2.890233333333333,2.0,3.0,2.0,4.0,6.0,6.0,5.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,5.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,0.4013333333333333,within the last year,I watched pornography multiple times a week,False,True,False,False,False,False,True,False,False,True,False,3.0,,4,No,148.327,35.179,6.871584279225241,22.807017543859647,0.0,87.21085586855709,7.522630729365789,23.728813559322035,0.0,99.03805959706037
S116,40.640483333333336,28/02/2025,10:24:39,chrome,False,Windows 10,1920.0,929.0,prolific,Male,22,High school,False,Prefer not to say,Black,United States,Heterosexual,Single and open to dating,Prefer not to say,0.6553833333333333,3.0,2.0,6.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,5.0,6.0,5.0,2.0,5.0,5.0,4.0,4.0,0.36315000000000003,within the last 3 days,I haven't watched pornography in the past 30 days,False,True,False,False,False,False,False,False,False,False,False,,,2,,34.155,17.714,8.214285714285714,28.57142857142857,0.0,195.87883733178313,7.5,25.0,0.0,220.1535125846521
S117,28.46558333333333,28/02/2025,10:31:44,edge-chromium,False,Windows 10,1311.0,644.0,prolific,Male,36,Bachelor,False,"Engineering, Computer Science",Black,United States,Bisexual,In a relationship and not open to dating,Women (and heterosexual couples),2.2239,2.0,3.0,5.0,1.0,1.0,5.0,2.0,4.0,6.0,4.0,4.0,6.0,2.0,2.0,4.0,6.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,0.41486666666666666,within the last week,I watched pornography multiple times a week,False,True,False,False,False,False,True,True,False,False,False,,,4,,77.8,13.742,0.2272727272727273,2.272727272727273,0.0,99.98047844414654,3.561109072103033,23.52941176470588,0.0,97.64875374374279
S118,30.745,28/02/2025,10:39:26,chrome,False,Mac OS,1470.0,798.0,prolific,Female,31,Bachelor,False,Medicine,Black,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,4.814216666666667,6.0,1.0,6.0,3.0,5.0,4.0,2.0,4.0,6.0,5.0,3.0,6.0,4.0,3.0,5.0,6.0,5.0,0.0,4.0,1.0,5.0,3.0,2.0,6.0,6.0,0.0,0.32091666666666663,within the last 3 days,I haven't watched pornography in the past 30 days,True,False,False,False,False,False,False,False,False,True,False,4.0,,2,,118.282,29.879,1.0084745762711864,5.0,0.0,146.13833057244804,2.8559322033898304,15.0,0.0,153.75466933088032
S119,34.872166666666665,28/02/2025,11:15:19,chrome,False,Windows 10,1280.0,585.0,prolific,Male,44,High school,False,Prefer not to say,White,United Kingdom,Heterosexual,Single and open to dating,Prefer not to say,5.2958,3.0,6.0,0.0,3.0,4.0,5.0,6.0,2.0,0.0,6.0,3.0,3.0,0.0,0.0,6.0,3.0,4.0,5.0,5.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,0.4822166666666667,less than 24h ago,I watched pornography multiple times a week,False,True,False,False,False,False,False,False,False,False,False,,,4,filthy yet satisfying thank you,165.022,58.952,1.6776315789473686,10.526315789473683,0.0,85.76608036991912,5.038391433128275,14.285714285714285,0.0,71.69824608153576
S120,22.58255,28/02/2025,15:19:53,safari,False,Mac OS,1424.0,665.0,prolific,Female,46,High school,False,Prefer not to say,White,Ireland,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.6644166666666667,1.0,5.0,5.0,4.0,5.0,6.0,5.0,1.0,5.0,4.0,1.0,6.0,0.0,0.0,5.0,6.0,4.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,0.2858,within the last week,I haven't watched pornography in the past 30 days,False,True,False,False,False,False,True,False,False,True,False,4.0,,2,,116.699,37.561,3.927527761542957,13.793103448275861,0.0,124.30252118370541,3.0742255990648744,8.620689655172415,0.0,130.10770446477014
S121,40.260133333333336,28/02/2025,16:00:14,chrome,False,Mac OS,1440.0,778.0,prolific,Male,63,High school,False,Prefer not to say,Other_Maori,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,2.8547166666666666,2.0,6.0,4.0,0.0,4.0,5.0,4.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,4.0,3.0,0.0,5.0,3.0,0.62905,within the last 3 days,I haven't watched pornography in the past 30 days,False,True,False,False,False,False,False,False,False,True,False,0.0,,4,,204.419,45.697,4.2175141242937855,16.94915254237288,0.0,91.01602610114335,4.056497175141243,15.254237288135593,0.0,104.62324502676809
S122,29.42305,28/02/2025,22:11:02,chrome,False,Mac OS,1470.0,797.0,prolific,Other,22,High school,False,Prefer not to say,White,Australia,Homosexual,Single and open to dating,Only women (and lesbian couples),2.3846,1.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,3.0,2.0,5.0,2.0,0.0,4.0,0.0,5.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,3.0,0.29624999999999996,less than 24h ago,I watched pornography weekly,False,True,False,False,False,False,True,False,False,False,False,,,4,"It was an interesting study. In the few seconds given to view the image, it definitely proved to be quite difficult differentiating between possible AI vs possible human images. I am interested to see where this study might lead!",89.047,18.992,15.494350282485874,77.96610169491525,0.0,58.678817807227006,9.27683615819209,27.11864406779661,0.0,125.11900494062559
S123,19.944466666666663,03/03/2025,10:32:14,chrome,False,Windows 10,1707.0,898.0,prolific,Female,30,Bachelor,False,"Biology, Chemistry, Physics",White,United States,Bisexual,Single and open to dating,Women (and heterosexual couples),1.1864333333333335,5.0,1.0,6.0,0.0,5.0,5.0,3.0,6.0,6.0,1.0,4.0,6.0,4.0,2.0,1.0,6.0,4.0,4.0,0.0,6.0,5.0,6.0,2.0,0.0,6.0,5.0,0.18946666666666667,less than 24h ago,I watched pornography twice in the past 30 days,False,False,False,False,True,False,False,False,False,False,False,,,4,,38.192,7.622,13.420903954802261,76.66666666666667,0.0,93.10452865712159,16.26271186440678,41.66666666666667,0.0,115.70635469486133
S124,33.417183333333334,03/03/2025,11:09:24,chrome,False,Windows 10,1536.0,703.0,prolific,Other,32,Bachelor,False,Arts and Humanities,White,United Kingdom,Bisexual,In a relationship and not open to dating,Men (and heterosexual couples),1.7313333333333332,3.0,2.0,5.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,0.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0,0.6781,within the last week,I haven't watched pornography in the past 30 days,False,False,False,False,False,False,False,False,False,False,False,,,3,,17.669,12.942,1.8595572068687205,11.666666666666666,0.0,127.70066642080346,1.8502824858757063,6.779661016949152,0.0,216.87807168665526
S125,37.46641666666667,03/03/2025,11:23:47,chrome,False,Mac OS,1800.0,1038.0,prolific,Male,23,Master,True,"Business, Economics",South Asian,United Kingdom,Heterosexual,Single and open to dating,Prefer not to say,3.8747166666666666,6.0,2.0,6.0,6.0,6.0,4.0,2.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,0.4087166666666667,within the last 3 days,I haven't watched pornography in the past 30 days,False,False,False,False,True,False,False,True,True,False,False,,,3,no,18.993,19.928,6.607344632768362,25.423728813559322,0.0,136.48289997196093,6.892752776154294,35.0,0.0,136.03987621968272
S126,22.56045,03/03/2025,11:57:39,chrome,False,Windows 10,1280.0,559.0,prolific,Male,26,Bachelor,True,"Engineering, Computer Science",South Asian,United Kingdom,Heterosexual,Single and open to dating,Prefer not to say,1.77915,0.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,0.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,6.0,5.0,5.0,2.0,5.0,1.0,4.0,6.0,3.0,5.0,0.2905833333333333,more than a year ago,I haven't watched pornography in the past 30 days,False,False,False,False,False,False,True,False,False,True,False,3.0,,3,,48.541,50.456,28.229220779220782,80.0,0.0,54.89399648512805,3.4690008920606603,12.5,0.0,111.59124164724957
S127,27.914983333333332,03/03/2025,22:10:51,safari,False,Mac OS,1440.0,707.0,prolific,Female,22,Bachelor,True,Other,White,Australia,Heterosexual,In a relationship and not open to dating,Prefer not to say,2.1813,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,0.14538333333333334,within the last 3 days,I haven't watched pornography in the past 30 days,False,False,False,False,False,False,False,True,False,False,False,,,4,"This was a lot of fun! Thanks for including a break time, it was really helpful",50.119,34.817,7.413793103448276,31.03448275862069,0.0,122.29091351806656,1.8966542598459912,8.620689655172415,0.0,186.79293948838745
S128,21.243833333333335,04/03/2025,14:01:48,chrome,False,Mac OS,1361.0,1121.0,prolific,Male,50,Master,False,"Business, Economics",White,United Kingdom,Heterosexual,Single and open to dating,Prefer not to say,1.5244333333333333,0.0,5.0,3.0,1.0,5.0,6.0,5.0,3.0,1.0,6.0,1.0,3.0,1.0,3.0,6.0,1.0,6.0,5.0,6.0,4.0,1.0,2.0,4.0,5.0,1.0,6.0,0.2543666666666667,within the last 3 days,I haven't watched pornography in the past 30 days,False,False,False,False,False,False,True,False,False,False,False,,,4,N/A - thanks,49.985,34.912,6.144216473386857,33.89830508474576,0.0,163.00598408795494,0.8361581920903955,5.0,0.0,168.1081359119658
S129,27.0881,04/03/2025,14:10:10,chrome,False,Windows 10,1536.0,730.0,prolific,Female,42,Other,Prefer not to say,Prefer not to say,White,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,2.2961,3.0,4.0,6.0,2.0,3.0,6.0,3.0,3.0,6.0,3.0,2.0,5.0,0.0,2.0,3.0,6.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,0.0,6.0,3.0,0.3236166666666667,within the last month,I haven't watched pornography in the past 30 days,False,False,False,False,False,False,True,False,False,False,False,,,2,,33.667,26.11,5.1020408163265305,30.612244897959183,0.0,106.22496175215838,2.317460317460317,14.285714285714285,0.0,104.77367365269473
S130,22.12088333333333,04/03/2025,14:23:07,firefox,False,Mac OS,1280.0,672.0,prolific,Male,39,High school,False,Prefer not to say,White,United Kingdom,Homosexual,In a relationship and not open to dating,Prefer not to say,1.59585,1.0,1.0,6.0,2.0,0.0,1.0,1.0,4.0,6.0,0.0,4.0,6.0,3.0,0.0,0.0,6.0,2.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,5.0,1.0,0.20158333333333334,less than 24h ago,I watched pornography multiple times a day,False,False,False,False,False,False,False,True,False,False,False,,,4,,36.047,20.384,20.0,100.0,0.0,4.724617583639748,20.0,100.0,0.0,11.285874169846922
S131,25.120683333333332,04/03/2025,14:32:32,chrome,False,Windows 10,1280.0,585.0,prolific,Female,27,Master,False,"Engineering, Computer Science",Black,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.8137833333333333,0.0,1.0,0.0,2.0,1.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,0.31344999999999995,within the last week,I haven't watched pornography in the past 30 days,False,False,False,False,False,False,False,False,False,False,False,,,2,,42.899,39.175,6.323066541318189,22.033898305084744,0.0,114.55371455046381,2.558605382538755,5.357142857142857,0.0,179.4196951368558
S132,22.16593333333333,04/03/2025,14:39:24,edge-chromium,False,Windows 10,1912.0,920.0,prolific,Male,50,Bachelor,False,"Engineering, Computer Science",White,United Kingdom,Heterosexual,In a relationship and not open to dating,Prefer not to say,1.5806333333333333,4.0,1.0,6.0,0.0,4.0,3.0,1.0,6.0,6.0,3.0,5.0,6.0,5.0,1.0,2.0,6.0,1.0,0.0,1.0,5.0,5.0,6.0,3.0,2.0,6.0,0.0,0.30988333333333334,within the last month,I watched pornography weekly,False,False,False,False,False,False,False,False,False,False,False,,,4,Nothing thank you.,33.591,34.277,2.142857142857143,21.428571428571427,0.0,148.67428386896438,1.3916256157635467,6.896551724137931,0.0,138.3361515370154
